case_id,summary,offense,ipc_section,detention,expected_sentence,age,gender,priority_label,undertrial_flag
C02661,"Physical assault case, detained for 26 months",assault,IPC 351,26,24,57,Male,high,yes
C02662,"Robbery case, detained for 31 months",robbery,IPC 392,31,36,68,Male,medium,no
C02663,"Physical assault case, undertrial for 11 months",assault,IPC 351,11,24,26,Female,low,no
C02664,"Minor theft case, in custody for 9 months",theft,IPC 379,9,6,41,Male,high,yes
C02665,"Minor theft case, in custody for 21 months",theft,IPC 379,21,6,54,Female,high,yes
C02666,"Financial fraud case, undertrial for 4 months",fraud,IPC 420,4,12,50,Male,low,no
C02667,"Robbery case, in custody for 18 months",robbery,IPC 392,18,36,52,Male,low,no
C02668,"Physical assault case, detained for 6 months",assault,IPC 351,6,24,36,Female,low,no
C02669,"Robbery case, undertrial for 35 months",robbery,IPC 392,35,36,68,Male,medium,no
C02670,"Financial fraud case, in custody for 35 months",fraud,IPC 420,35,12,41,Male,high,yes
C02671,"Robbery case, undertrial for 21 months",robbery,IPC 392,21,36,49,Female,medium,no
C02672,"Financial fraud case, in custody for 1 months",fraud,IPC 420,1,12,33,Male,low,no
C02673,"Minor theft case, in custody for 19 months",theft,IPC 379,19,6,67,Female,high,yes
C02674,"Minor theft case, in custody for 3 months",theft,IPC 379,3,6,42,Male,low,no
C02675,"Financial fraud case, detained for 15 months",fraud,IPC 420,15,12,54,Female,high,yes
C02676,"Financial fraud case, detained for 5 months",fraud,IPC 420,5,12,37,Female,low,no
C02677,"Robbery case, in custody for 26 months",robbery,IPC 392,26,36,49,Female,medium,no
C02678,"Financial fraud case, undertrial for 18 months",fraud,IPC 420,18,12,18,Female,high,yes
C02679,"Financial fraud case, in custody for 10 months",fraud,IPC 420,10,12,24,Female,medium,no
C02680,"Physical assault case, detained for 1 months",assault,IPC 351,1,24,53,Female,low,no
C02681,"Robbery case, undertrial for 21 months",robbery,IPC 392,21,36,36,Male,medium,no
C02682,"Physical assault case, undertrial for 10 months",assault,IPC 351,10,24,38,Female,low,no
C02683,"Financial fraud case, in custody for 18 months",fraud,IPC 420,18,12,54,Female,high,yes
C02684,"Financial fraud case, in custody for 19 months",fraud,IPC 420,19,12,37,Female,high,yes
C02685,"Minor theft case, undertrial for 15 months",theft,IPC 379,15,6,43,Female,high,yes
C02686,"Physical assault case, in custody for 18 months",assault,IPC 351,18,24,38,Female,medium,no
C02687,"Minor theft case, in custody for 2 months",theft,IPC 379,2,6,63,Female,low,no
C02688,"Minor theft case, undertrial for 2 months",theft,IPC 379,2,6,34,Female,low,no
C02689,"Financial fraud case, detained for 13 months",fraud,IPC 420,13,12,53,Male,high,yes
C02690,"Physical assault case, in custody for 17 months",assault,IPC 351,17,24,27,Male,medium,no
C02691,"Minor theft case, undertrial for 4 months",theft,IPC 379,4,6,69,Female,medium,no
C02692,"Financial fraud case, detained for 10 months",fraud,IPC 420,10,12,61,Female,medium,no
C02693,"Physical assault case, undertrial for 16 months",assault,IPC 351,16,24,19,Male,medium,no
C02694,"Robbery case, in custody for 32 months",robbery,IPC 392,32,36,29,Male,medium,no
C02695,"Minor theft case, detained for 23 months",theft,IPC 379,23,6,69,Female,high,yes
C02696,"Minor theft case, undertrial for 2 months",theft,IPC 379,2,6,19,Male,low,no
C02697,"Minor theft case, undertrial for 2 months",theft,IPC 379,2,6,60,Male,low,no
C02698,"Physical assault case, in custody for 3 months",assault,IPC 351,3,24,69,Male,low,no
C02699,"Physical assault case, detained for 15 months",assault,IPC 351,15,24,54,Male,medium,no
C02700,"Financial fraud case, detained for 9 months",fraud,IPC 420,9,12,40,Female,medium,no
C02701,"Robbery case, in custody for 5 months",robbery,IPC 392,5,36,33,Male,low,no
C02702,"Robbery case, undertrial for 9 months",robbery,IPC 392,9,36,52,Female,low,no
C02703,"Robbery case, undertrial for 2 months",robbery,IPC 392,2,36,61,Female,low,no
C02704,"Physical assault case, detained for 19 months",assault,IPC 351,19,24,46,Male,medium,no
C02705,"Robbery case, undertrial for 7 months",robbery,IPC 392,7,36,61,Female,low,no
C02706,"Robbery case, undertrial for 15 months",robbery,IPC 392,15,36,47,Female,low,no
C02707,"Minor theft case, undertrial for 6 months",theft,IPC 379,6,6,34,Female,medium,no
C02708,"Minor theft case, detained for 14 months",theft,IPC 379,14,6,30,Female,high,yes
C02709,"Robbery case, undertrial for 2 months",robbery,IPC 392,2,36,55,Female,low,no
C02710,"Robbery case, in custody for 12 months",robbery,IPC 392,12,36,30,Male,low,no
C02711,"Physical assault case, in custody for 11 months",assault,IPC 351,11,24,21,Male,low,no
C02712,"Financial fraud case, undertrial for 3 months",fraud,IPC 420,3,12,45,Female,low,no
C02713,"Financial fraud case, in custody for 7 months",fraud,IPC 420,7,12,60,Male,medium,no
C02714,"Physical assault case, in custody for 16 months",assault,IPC 351,16,24,68,Female,medium,no
C02715,"Financial fraud case, undertrial for 33 months",fraud,IPC 420,33,12,49,Female,high,yes
C02716,"Robbery case, in custody for 21 months",robbery,IPC 392,21,36,67,Male,medium,no
C02717,"Minor theft case, in custody for 11 months",theft,IPC 379,11,6,28,Female,high,yes
C02718,"Robbery case, detained for 22 months",robbery,IPC 392,22,36,47,Male,medium,no
C02719,"Physical assault case, in custody for 20 months",assault,IPC 351,20,24,49,Female,medium,no
C02720,"Physical assault case, undertrial for 19 months",assault,IPC 351,19,24,33,Male,medium,no
C02721,"Physical assault case, in custody for 23 months",assault,IPC 351,23,24,60,Male,medium,no
C02722,"Robbery case, undertrial for 7 months",robbery,IPC 392,7,36,56,Male,low,no
C02723,"Robbery case, undertrial for 12 months",robbery,IPC 392,12,36,35,Male,low,no
C02724,"Physical assault case, in custody for 36 months",assault,IPC 351,36,24,28,Female,high,yes
C02725,"Robbery case, undertrial for 22 months",robbery,IPC 392,22,36,70,Female,medium,no
C02726,"Physical assault case, detained for 29 months",assault,IPC 351,29,24,41,Male,high,yes
C02727,"Physical assault case, in custody for 29 months",assault,IPC 351,29,24,31,Female,high,yes
C02728,"Financial fraud case, undertrial for 2 months",fraud,IPC 420,2,12,25,Male,low,no
C02729,"Financial fraud case, in custody for 8 months",fraud,IPC 420,8,12,53,Female,medium,no
C02730,"Financial fraud case, detained for 15 months",fraud,IPC 420,15,12,60,Male,high,yes
C02731,"Minor theft case, in custody for 31 months",theft,IPC 379,31,6,39,Female,high,yes
C02732,"Financial fraud case, detained for 22 months",fraud,IPC 420,22,12,65,Female,high,yes
C02733,"Physical assault case, undertrial for 26 months",assault,IPC 351,26,24,61,Female,high,yes
C02734,"Financial fraud case, in custody for 23 months",fraud,IPC 420,23,12,54,Female,high,yes
C02735,"Robbery case, detained for 7 months",robbery,IPC 392,7,36,47,Male,low,no
C02736,"Minor theft case, in custody for 32 months",theft,IPC 379,32,6,69,Female,high,yes
C02737,"Robbery case, in custody for 36 months",robbery,IPC 392,36,36,47,Male,medium,no
C02738,"Financial fraud case, undertrial for 34 months",fraud,IPC 420,34,12,24,Female,high,yes
C02739,"Financial fraud case, in custody for 25 months",fraud,IPC 420,25,12,50,Female,high,yes
C02740,"Physical assault case, undertrial for 4 months",assault,IPC 351,4,24,49,Male,low,no
C02741,"Robbery case, in custody for 32 months",robbery,IPC 392,32,36,60,Female,medium,no
C02742,"Physical assault case, undertrial for 33 months",assault,IPC 351,33,24,27,Male,high,yes
C02743,"Minor theft case, undertrial for 17 months",theft,IPC 379,17,6,54,Male,high,yes
C02744,"Physical assault case, in custody for 8 months",assault,IPC 351,8,24,30,Female,low,no
C02745,"Financial fraud case, undertrial for 20 months",fraud,IPC 420,20,12,66,Female,high,yes
C02746,"Physical assault case, in custody for 19 months",assault,IPC 351,19,24,46,Male,medium,no
C02747,"Physical assault case, detained for 10 months",assault,IPC 351,10,24,70,Male,low,no
C02748,"Physical assault case, undertrial for 16 months",assault,IPC 351,16,24,55,Male,medium,no
C02749,"Financial fraud case, in custody for 19 months",fraud,IPC 420,19,12,44,Female,high,yes
C02750,"Robbery case, in custody for 29 months",robbery,IPC 392,29,36,54,Female,medium,no
C02751,"Robbery case, in custody for 22 months",robbery,IPC 392,22,36,21,Male,medium,no
C02752,"Minor theft case, undertrial for 21 months",theft,IPC 379,21,6,28,Male,high,yes
C02753,"Robbery case, in custody for 35 months",robbery,IPC 392,35,36,38,Male,medium,no
C02754,"Financial fraud case, undertrial for 8 months",fraud,IPC 420,8,12,54,Female,medium,no
C02755,"Robbery case, in custody for 6 months",robbery,IPC 392,6,36,22,Male,low,no
C02756,"Financial fraud case, undertrial for 18 months",fraud,IPC 420,18,12,26,Male,high,yes
C02757,"Physical assault case, undertrial for 14 months",assault,IPC 351,14,24,18,Male,medium,no
C02758,"Minor theft case, detained for 19 months",theft,IPC 379,19,6,21,Female,high,yes
C02759,"Minor theft case, undertrial for 23 months",theft,IPC 379,23,6,40,Female,high,yes
C02760,"Minor theft case, undertrial for 16 months",theft,IPC 379,16,6,20,Male,high,yes
C02761,"Physical assault case, undertrial for 20 months",assault,IPC 351,20,24,65,Male,medium,no
C02762,"Financial fraud case, detained for 19 months",fraud,IPC 420,19,12,67,Male,high,yes
C02763,"Financial fraud case, in custody for 29 months",fraud,IPC 420,29,12,49,Male,high,yes
C02764,"Minor theft case, in custody for 22 months",theft,IPC 379,22,6,55,Male,high,yes
C02765,"Robbery case, undertrial for 15 months",robbery,IPC 392,15,36,19,Male,low,no
C02766,"Minor theft case, detained for 18 months",theft,IPC 379,18,6,70,Female,high,yes
C02767,"Physical assault case, undertrial for 9 months",assault,IPC 351,9,24,46,Male,low,no
C02768,"Robbery case, undertrial for 17 months",robbery,IPC 392,17,36,50,Male,low,no
C02769,"Robbery case, in custody for 23 months",robbery,IPC 392,23,36,30,Female,medium,no
C02770,"Robbery case, undertrial for 23 months",robbery,IPC 392,23,36,53,Female,medium,no
C02771,"Financial fraud case, detained for 6 months",fraud,IPC 420,6,12,49,Male,low,no
C02772,"Financial fraud case, in custody for 22 months",fraud,IPC 420,22,12,24,Male,high,yes
C02773,"Physical assault case, undertrial for 36 months",assault,IPC 351,36,24,26,Male,high,yes
C02774,"Physical assault case, undertrial for 5 months",assault,IPC 351,5,24,44,Female,low,no
C02775,"Financial fraud case, detained for 1 months",fraud,IPC 420,1,12,30,Male,low,no
C02776,"Financial fraud case, undertrial for 31 months",fraud,IPC 420,31,12,43,Male,high,yes
C02777,"Financial fraud case, detained for 6 months",fraud,IPC 420,6,12,21,Female,low,no
C02778,"Robbery case, detained for 11 months",robbery,IPC 392,11,36,29,Female,low,no
C02779,"Robbery case, detained for 17 months",robbery,IPC 392,17,36,50,Female,low,no
C02780,"Minor theft case, detained for 1 months",theft,IPC 379,1,6,42,Female,low,no
C02781,"Robbery case, detained for 27 months",robbery,IPC 392,27,36,41,Female,medium,no
C02782,"Physical assault case, in custody for 20 months",assault,IPC 351,20,24,35,Female,medium,no
C02783,"Robbery case, undertrial for 30 months",robbery,IPC 392,30,36,60,Female,medium,no
C02784,"Robbery case, detained for 1 months",robbery,IPC 392,1,36,56,Male,low,no
C02785,"Robbery case, detained for 34 months",robbery,IPC 392,34,36,33,Male,medium,no
C02786,"Physical assault case, in custody for 9 months",assault,IPC 351,9,24,22,Male,low,no
C02787,"Physical assault case, undertrial for 34 months",assault,IPC 351,34,24,27,Male,high,yes
C02788,"Minor theft case, in custody for 26 months",theft,IPC 379,26,6,31,Male,high,yes
C02789,"Minor theft case, detained for 23 months",theft,IPC 379,23,6,66,Female,high,yes
C02790,"Minor theft case, in custody for 16 months",theft,IPC 379,16,6,63,Female,high,yes
C02791,"Physical assault case, undertrial for 33 months",assault,IPC 351,33,24,48,Female,high,yes
C02792,"Robbery case, in custody for 31 months",robbery,IPC 392,31,36,46,Female,medium,no
C02793,"Robbery case, undertrial for 5 months",robbery,IPC 392,5,36,48,Male,low,no
C02794,"Minor theft case, undertrial for 16 months",theft,IPC 379,16,6,32,Male,high,yes
C02795,"Robbery case, in custody for 16 months",robbery,IPC 392,16,36,28,Female,low,no
C02796,"Robbery case, undertrial for 33 months",robbery,IPC 392,33,36,70,Female,medium,no
C02797,"Minor theft case, detained for 34 months",theft,IPC 379,34,6,41,Male,high,yes
C02798,"Physical assault case, undertrial for 20 months",assault,IPC 351,20,24,64,Male,medium,no
C02799,"Financial fraud case, in custody for 25 months",fraud,IPC 420,25,12,39,Female,high,yes
C02800,"Physical assault case, detained for 27 months",assault,IPC 351,27,24,57,Male,high,yes
C02801,"Robbery case, in custody for 30 months",robbery,IPC 392,30,36,60,Male,medium,no
C02802,"Financial fraud case, in custody for 24 months",fraud,IPC 420,24,12,56,Male,high,yes
C02803,"Robbery case, detained for 21 months",robbery,IPC 392,21,36,44,Male,medium,no
C02804,"Financial fraud case, undertrial for 12 months",fraud,IPC 420,12,12,40,Male,medium,no
C02805,"Physical assault case, in custody for 29 months",assault,IPC 351,29,24,70,Male,high,yes
C02806,"Robbery case, in custody for 23 months",robbery,IPC 392,23,36,22,Male,medium,no
C02807,"Robbery case, in custody for 13 months",robbery,IPC 392,13,36,35,Female,low,no
C02808,"Financial fraud case, undertrial for 9 months",fraud,IPC 420,9,12,53,Female,medium,no
C02809,"Robbery case, in custody for 27 months",robbery,IPC 392,27,36,60,Female,medium,no
C02810,"Financial fraud case, in custody for 1 months",fraud,IPC 420,1,12,33,Female,low,no
C02811,"Minor theft case, detained for 2 months",theft,IPC 379,2,6,23,Male,low,no
C02812,"Financial fraud case, detained for 8 months",fraud,IPC 420,8,12,70,Female,medium,no
C02813,"Physical assault case, detained for 26 months",assault,IPC 351,26,24,34,Male,high,yes
C02814,"Financial fraud case, in custody for 22 months",fraud,IPC 420,22,12,46,Male,high,yes
C02815,"Minor theft case, undertrial for 35 months",theft,IPC 379,35,6,64,Female,high,yes
C02816,"Minor theft case, in custody for 16 months",theft,IPC 379,16,6,61,Male,high,yes
C02817,"Robbery case, in custody for 36 months",robbery,IPC 392,36,36,61,Female,medium,no
C02818,"Financial fraud case, undertrial for 3 months",fraud,IPC 420,3,12,31,Male,low,no
C02819,"Physical assault case, in custody for 16 months",assault,IPC 351,16,24,41,Female,medium,no
C02820,"Financial fraud case, in custody for 25 months",fraud,IPC 420,25,12,38,Female,high,yes
C02821,"Financial fraud case, detained for 19 months",fraud,IPC 420,19,12,54,Female,high,yes
C02822,"Robbery case, detained for 27 months",robbery,IPC 392,27,36,42,Male,medium,no
C02823,"Financial fraud case, in custody for 35 months",fraud,IPC 420,35,12,30,Female,high,yes
C02824,"Robbery case, in custody for 36 months",robbery,IPC 392,36,36,59,Female,medium,no
C02825,"Minor theft case, detained for 25 months",theft,IPC 379,25,6,22,Male,high,yes
C02826,"Financial fraud case, in custody for 3 months",fraud,IPC 420,3,12,69,Male,low,no
C02827,"Minor theft case, undertrial for 28 months",theft,IPC 379,28,6,27,Female,high,yes
C02828,"Minor theft case, in custody for 36 months",theft,IPC 379,36,6,46,Male,high,yes
C02829,"Financial fraud case, detained for 13 months",fraud,IPC 420,13,12,22,Female,high,yes
C02830,"Physical assault case, undertrial for 36 months",assault,IPC 351,36,24,68,Female,high,yes
C02831,"Robbery case, in custody for 16 months",robbery,IPC 392,16,36,41,Male,low,no
C02832,"Physical assault case, detained for 19 months",assault,IPC 351,19,24,19,Male,medium,no
C02833,"Minor theft case, detained for 27 months",theft,IPC 379,27,6,53,Male,high,yes
C02834,"Minor theft case, undertrial for 11 months",theft,IPC 379,11,6,69,Female,high,yes
C02835,"Robbery case, detained for 5 months",robbery,IPC 392,5,36,31,Male,low,no
C02836,"Minor theft case, in custody for 12 months",theft,IPC 379,12,6,63,Female,high,yes
C02837,"Robbery case, detained for 18 months",robbery,IPC 392,18,36,26,Male,low,no
C02838,"Physical assault case, detained for 25 months",assault,IPC 351,25,24,26,Male,high,yes
C02839,"Minor theft case, undertrial for 22 months",theft,IPC 379,22,6,19,Male,high,yes
C02840,"Financial fraud case, undertrial for 2 months",fraud,IPC 420,2,12,66,Female,low,no
C02841,"Physical assault case, detained for 22 months",assault,IPC 351,22,24,39,Female,medium,no
C02842,"Robbery case, undertrial for 36 months",robbery,IPC 392,36,36,67,Female,medium,no
C02843,"Robbery case, detained for 17 months",robbery,IPC 392,17,36,23,Female,low,no
C02844,"Physical assault case, undertrial for 5 months",assault,IPC 351,5,24,38,Female,low,no
C02845,"Minor theft case, detained for 18 months",theft,IPC 379,18,6,64,Male,high,yes
C02846,"Financial fraud case, in custody for 29 months",fraud,IPC 420,29,12,66,Female,high,yes
C02847,"Robbery case, undertrial for 25 months",robbery,IPC 392,25,36,43,Female,medium,no
C02848,"Physical assault case, in custody for 35 months",assault,IPC 351,35,24,19,Male,high,yes
C02849,"Financial fraud case, in custody for 15 months",fraud,IPC 420,15,12,19,Female,high,yes
C02850,"Financial fraud case, detained for 14 months",fraud,IPC 420,14,12,54,Female,high,yes
C02851,"Physical assault case, undertrial for 23 months",assault,IPC 351,23,24,30,Male,medium,no
C02852,"Robbery case, detained for 33 months",robbery,IPC 392,33,36,38,Male,medium,no
C02853,"Minor theft case, detained for 32 months",theft,IPC 379,32,6,38,Male,high,yes
C02854,"Minor theft case, detained for 36 months",theft,IPC 379,36,6,41,Male,high,yes
C02855,"Financial fraud case, undertrial for 8 months",fraud,IPC 420,8,12,44,Male,medium,no
C02856,"Minor theft case, in custody for 15 months",theft,IPC 379,15,6,62,Female,high,yes
C02857,"Financial fraud case, undertrial for 19 months",fraud,IPC 420,19,12,21,Female,high,yes
C02858,"Robbery case, detained for 22 months",robbery,IPC 392,22,36,66,Male,medium,no
C02859,"Minor theft case, in custody for 9 months",theft,IPC 379,9,6,46,Female,high,yes
C02860,"Financial fraud case, undertrial for 35 months",fraud,IPC 420,35,12,26,Female,high,yes
C02861,"Physical assault case, detained for 8 months",assault,IPC 351,8,24,19,Female,low,no
C02862,"Physical assault case, undertrial for 8 months",assault,IPC 351,8,24,19,Male,low,no
C02863,"Robbery case, in custody for 6 months",robbery,IPC 392,6,36,39,Male,low,no
C02864,"Robbery case, detained for 24 months",robbery,IPC 392,24,36,18,Male,medium,no
C02865,"Financial fraud case, detained for 35 months",fraud,IPC 420,35,12,67,Female,high,yes
C02866,"Physical assault case, detained for 15 months",assault,IPC 351,15,24,20,Female,medium,no
C02867,"Robbery case, detained for 11 months",robbery,IPC 392,11,36,42,Female,low,no
C02868,"Robbery case, undertrial for 16 months",robbery,IPC 392,16,36,40,Female,low,no
C02869,"Minor theft case, undertrial for 3 months",theft,IPC 379,3,6,29,Female,low,no
C02870,"Financial fraud case, detained for 35 months",fraud,IPC 420,35,12,62,Female,high,yes
C02871,"Minor theft case, undertrial for 35 months",theft,IPC 379,35,6,64,Male,high,yes
C02872,"Robbery case, undertrial for 28 months",robbery,IPC 392,28,36,19,Female,medium,no
C02873,"Physical assault case, detained for 14 months",assault,IPC 351,14,24,61,Male,medium,no
C02874,"Robbery case, undertrial for 32 months",robbery,IPC 392,32,36,65,Male,medium,no
C02875,"Robbery case, detained for 16 months",robbery,IPC 392,16,36,36,Male,low,no
C02876,"Financial fraud case, undertrial for 20 months",fraud,IPC 420,20,12,19,Female,high,yes
C02877,"Financial fraud case, undertrial for 10 months",fraud,IPC 420,10,12,25,Male,medium,no
C02878,"Minor theft case, in custody for 2 months",theft,IPC 379,2,6,21,Female,low,no
C02879,"Physical assault case, in custody for 20 months",assault,IPC 351,20,24,60,Female,medium,no
C02880,"Robbery case, undertrial for 22 months",robbery,IPC 392,22,36,25,Male,medium,no
C02881,"Robbery case, detained for 21 months",robbery,IPC 392,21,36,68,Female,medium,no
C02882,"Minor theft case, undertrial for 29 months",theft,IPC 379,29,6,69,Male,high,yes
C02883,"Robbery case, detained for 24 months",robbery,IPC 392,24,36,30,Female,medium,no
C02884,"Robbery case, detained for 20 months",robbery,IPC 392,20,36,64,Female,medium,no
C02885,"Physical assault case, detained for 7 months",assault,IPC 351,7,24,45,Male,low,no
C02886,"Robbery case, in custody for 11 months",robbery,IPC 392,11,36,38,Female,low,no
C02887,"Robbery case, in custody for 31 months",robbery,IPC 392,31,36,30,Male,medium,no
C02888,"Financial fraud case, in custody for 18 months",fraud,IPC 420,18,12,34,Male,high,yes
C02889,"Financial fraud case, undertrial for 25 months",fraud,IPC 420,25,12,43,Female,high,yes
C02890,"Robbery case, detained for 19 months",robbery,IPC 392,19,36,25,Male,medium,no
C02891,"Physical assault case, detained for 12 months",assault,IPC 351,12,24,36,Female,low,no
C02892,"Physical assault case, in custody for 9 months",assault,IPC 351,9,24,52,Female,low,no
C02893,"Minor theft case, undertrial for 15 months",theft,IPC 379,15,6,23,Male,high,yes
C02894,"Physical assault case, undertrial for 36 months",assault,IPC 351,36,24,43,Female,high,yes
C02895,"Physical assault case, detained for 1 months",assault,IPC 351,1,24,65,Male,low,no
C02896,"Financial fraud case, undertrial for 21 months",fraud,IPC 420,21,12,35,Male,high,yes
C02897,"Robbery case, undertrial for 21 months",robbery,IPC 392,21,36,23,Female,medium,no
C02898,"Financial fraud case, in custody for 23 months",fraud,IPC 420,23,12,23,Male,high,yes
C02899,"Robbery case, undertrial for 9 months",robbery,IPC 392,9,36,22,Female,low,no
C02900,"Robbery case, in custody for 36 months",robbery,IPC 392,36,36,18,Male,medium,no
C02901,"Minor theft case, in custody for 11 months",theft,IPC 379,11,6,50,Female,high,yes
C02902,"Financial fraud case, undertrial for 26 months",fraud,IPC 420,26,12,55,Female,high,yes
C02903,"Robbery case, detained for 2 months",robbery,IPC 392,2,36,70,Female,low,no
C02904,"Financial fraud case, detained for 31 months",fraud,IPC 420,31,12,70,Female,high,yes
C02905,"Minor theft case, undertrial for 36 months",theft,IPC 379,36,6,64,Male,high,yes
C02906,"Financial fraud case, in custody for 4 months",fraud,IPC 420,4,12,46,Female,low,no
C02907,"Physical assault case, detained for 34 months",assault,IPC 351,34,24,57,Male,high,yes
C02908,"Financial fraud case, detained for 26 months",fraud,IPC 420,26,12,28,Male,high,yes
C02909,"Robbery case, detained for 13 months",robbery,IPC 392,13,36,40,Male,low,no
C02910,"Physical assault case, detained for 1 months",assault,IPC 351,1,24,20,Female,low,no
C02911,"Minor theft case, detained for 14 months",theft,IPC 379,14,6,32,Male,high,yes
C02912,"Physical assault case, detained for 11 months",assault,IPC 351,11,24,55,Male,low,no
C02913,"Minor theft case, undertrial for 32 months",theft,IPC 379,32,6,41,Female,high,yes
C02914,"Financial fraud case, detained for 19 months",fraud,IPC 420,19,12,56,Male,high,yes
C02915,"Financial fraud case, detained for 6 months",fraud,IPC 420,6,12,19,Male,low,no
C02916,"Robbery case, in custody for 32 months",robbery,IPC 392,32,36,46,Male,medium,no
C02917,"Physical assault case, in custody for 4 months",assault,IPC 351,4,24,61,Female,low,no
C02918,"Financial fraud case, detained for 36 months",fraud,IPC 420,36,12,70,Male,high,yes
C02919,"Physical assault case, undertrial for 30 months",assault,IPC 351,30,24,60,Male,high,yes
C02920,"Financial fraud case, in custody for 14 months",fraud,IPC 420,14,12,23,Female,high,yes
C02921,"Financial fraud case, detained for 16 months",fraud,IPC 420,16,12,38,Female,high,yes
C02922,"Robbery case, in custody for 30 months",robbery,IPC 392,30,36,38,Male,medium,no
C02923,"Robbery case, detained for 16 months",robbery,IPC 392,16,36,26,Female,low,no
C02924,"Physical assault case, in custody for 13 months",assault,IPC 351,13,24,50,Male,medium,no
C02925,"Minor theft case, in custody for 8 months",theft,IPC 379,8,6,39,Female,high,yes
C02926,"Financial fraud case, detained for 15 months",fraud,IPC 420,15,12,48,Male,high,yes
C02927,"Robbery case, in custody for 28 months",robbery,IPC 392,28,36,23,Male,medium,no
C02928,"Minor theft case, in custody for 4 months",theft,IPC 379,4,6,45,Female,medium,no
C02929,"Physical assault case, in custody for 20 months",assault,IPC 351,20,24,61,Female,medium,no
C02930,"Robbery case, in custody for 33 months",robbery,IPC 392,33,36,49,Male,medium,no
C02931,"Financial fraud case, detained for 17 months",fraud,IPC 420,17,12,30,Male,high,yes
C02932,"Robbery case, undertrial for 13 months",robbery,IPC 392,13,36,64,Male,low,no
C02933,"Financial fraud case, in custody for 26 months",fraud,IPC 420,26,12,40,Female,high,yes
C02934,"Minor theft case, in custody for 6 months",theft,IPC 379,6,6,60,Male,medium,no
C02935,"Financial fraud case, in custody for 5 months",fraud,IPC 420,5,12,50,Male,low,no
C02936,"Financial fraud case, undertrial for 36 months",fraud,IPC 420,36,12,57,Female,high,yes
C02937,"Minor theft case, in custody for 29 months",theft,IPC 379,29,6,29,Female,high,yes
C02938,"Robbery case, undertrial for 35 months",robbery,IPC 392,35,36,37,Male,medium,no
C02939,"Financial fraud case, in custody for 15 months",fraud,IPC 420,15,12,45,Male,high,yes
C02940,"Financial fraud case, in custody for 27 months",fraud,IPC 420,27,12,62,Female,high,yes
C02941,"Financial fraud case, undertrial for 5 months",fraud,IPC 420,5,12,25,Female,low,no
C02942,"Minor theft case, detained for 17 months",theft,IPC 379,17,6,40,Male,high,yes
C02943,"Physical assault case, in custody for 29 months",assault,IPC 351,29,24,67,Male,high,yes
C02944,"Physical assault case, in custody for 29 months",assault,IPC 351,29,24,69,Male,high,yes
C02945,"Robbery case, in custody for 34 months",robbery,IPC 392,34,36,24,Female,medium,no
C02946,"Minor theft case, in custody for 27 months",theft,IPC 379,27,6,64,Female,high,yes
C02947,"Physical assault case, in custody for 35 months",assault,IPC 351,35,24,68,Male,high,yes
C02948,"Financial fraud case, in custody for 16 months",fraud,IPC 420,16,12,25,Male,high,yes
C02949,"Robbery case, undertrial for 3 months",robbery,IPC 392,3,36,69,Female,low,no
C02950,"Minor theft case, undertrial for 1 months",theft,IPC 379,1,6,18,Female,low,no
C02951,"Minor theft case, in custody for 12 months",theft,IPC 379,12,6,61,Female,high,yes
C02952,"Financial fraud case, detained for 34 months",fraud,IPC 420,34,12,20,Female,high,yes
C02953,"Minor theft case, in custody for 36 months",theft,IPC 379,36,6,23,Male,high,yes
C02954,"Robbery case, in custody for 34 months",robbery,IPC 392,34,36,47,Male,medium,no
C02955,"Physical assault case, undertrial for 23 months",assault,IPC 351,23,24,41,Male,medium,no
C02956,"Physical assault case, detained for 19 months",assault,IPC 351,19,24,57,Male,medium,no
C02957,"Minor theft case, in custody for 27 months",theft,IPC 379,27,6,41,Male,high,yes
C02958,"Minor theft case, undertrial for 25 months",theft,IPC 379,25,6,56,Female,high,yes
C02959,"Minor theft case, in custody for 1 months",theft,IPC 379,1,6,35,Male,low,no
C02960,"Financial fraud case, undertrial for 28 months",fraud,IPC 420,28,12,28,Female,high,yes
C02961,"Physical assault case, in custody for 31 months",assault,IPC 351,31,24,46,Male,high,yes
C02962,"Robbery case, undertrial for 16 months",robbery,IPC 392,16,36,44,Female,low,no
C02963,"Minor theft case, undertrial for 13 months",theft,IPC 379,13,6,49,Female,high,yes
C02964,"Minor theft case, detained for 12 months",theft,IPC 379,12,6,21,Female,high,yes
C02965,"Physical assault case, undertrial for 14 months",assault,IPC 351,14,24,37,Male,medium,no
C02966,"Minor theft case, in custody for 24 months",theft,IPC 379,24,6,47,Male,high,yes
C02967,"Minor theft case, in custody for 15 months",theft,IPC 379,15,6,30,Male,high,yes
C02968,"Robbery case, in custody for 25 months",robbery,IPC 392,25,36,70,Male,medium,no
C02969,"Minor theft case, detained for 17 months",theft,IPC 379,17,6,41,Female,high,yes
C02970,"Financial fraud case, undertrial for 6 months",fraud,IPC 420,6,12,34,Female,low,no
C02971,"Minor theft case, undertrial for 16 months",theft,IPC 379,16,6,70,Female,high,yes
C02972,"Robbery case, detained for 18 months",robbery,IPC 392,18,36,64,Female,low,no
C02973,"Financial fraud case, undertrial for 28 months",fraud,IPC 420,28,12,18,Female,high,yes
C02974,"Minor theft case, in custody for 2 months",theft,IPC 379,2,6,34,Female,low,no
C02975,"Minor theft case, undertrial for 35 months",theft,IPC 379,35,6,25,Male,high,yes
